caseid,createdatetime,fab,subject,username,productname,issuetype
case-20260712-00635,2026/7/12 6:15:06 PM,F15,[fdc alarm:腔體警報]f15_General的腔體即時壓力短暫碰觸UCL邊界,eric_huang,fdc,腔體警報
case-20260712-00636,2026/7/12 1:31:28 PM,F15,[fdc alarm:腔體警報]f15_Tool-98的腔體即時壓力短暫碰觸UCL邊界,sam_liu,fdc,腔體警報
case-20260712-00637,2026/7/12 5:36:23 PM,F14B,[fdc alarm:模型維護]f14b_General的例行性FDC演算法閾值微調驗證,sam_liu,fdc,模型維護
case-20260712-00638,2026/7/12 8:14:45 PM,F14A,[others alarm:週邊設備]f14a_Tool-27的標籤列印機無法收到網路列印指令,chris_chao,others,週邊設備
case-20260713-00639,2026/7/13 1:56:30 PM,F14B,[ees alarm:零件壽命]f14b_General的更換消耗性零件後EES介面仍顯示壽命過期警告,tony_chang,ees,零件壽命
case-20260713-00640,2026/7/13 3:35:06 PM,F18,[ees alarm:配方管理]f18_Tool-45的修改參數後上傳EES主機回應逾時,kevin_wang,ees,配方管理
case-20260713-00641,2026/7/13 4:12:16 PM,F18,[ees alarm:PM保養]f18_General的年度PM完成後於EES點選完工無法同步更新狀態,john_lin,ees,PM保養
case-20260713-00642,2026/7/13 5:37:25 PM,F15,[tcs/tap alarm:帳號與權限]f15_General的作業員請假交接暫時調整TAP機台控制權限,david_li,tcs/tap,帳號與權限
case-20260713-00643,2026/7/13 3:41:49 PM,F12A,[tcs/tap alarm:資料過帳]f12a_Tool-28的派工作業異常中斷顯示Remote Host Closed Connection,kevin_wang,tcs/tap,資料過帳
case-20260713-00644,2026/7/13 10:29:32 AM,F12A,[tcs/tap alarm:派工作業]f12a_Tool-29的生產完畢後無法回傳結果至TCS/TAP卡站逾時,john_lin,tcs/tap,派工作業
case-20260713-00645,2026/7/13 10:28:10 AM,F15,[fdc alarm:腔體警報]f15_Tool-94的腔體即時壓力短暫碰觸UCL邊界,kevin_wang,fdc,腔體警報
case-20260713-00646,2026/7/13 7:46:30 PM,F12A,[fdc alarm:資料採集]f12a_General的短暫網路震盪導致FDC Log採集延遲,sam_liu,fdc,資料採集
case-20260713-00647,2026/7/13 11:04:16 AM,F12B,[fdc alarm:腔體警報]f12b_General的腔體即時壓力短暫碰觸UCL邊界,sam_liu,fdc,腔體警報
case-20260713-00648,2026/7/13 8:23:24 PM,F14B,[others alarm:週邊設備]f14b_Tool-15的標籤列印機無法收到網路列印指令,tony_chang,others,週邊設備
case-20260713-00649,2026/7/13 1:06:45 PM,F18,[others alarm:週邊設備]f18_General的標籤列印機無法收到網路列印指令,eric_huang,others,週邊設備
case-20260713-00650,2026/7/13 5:11:24 PM,F14A,[others alarm:週邊設備]f14a_Tool-19的標籤列印機無法收到網路列印指令,chris_chao,others,週邊設備
case-20260714-00651,2026/7/14 2:58:14 PM,F14A,[ees alarm:帳號與權限]f14a_Tool-54的廠端新進作業員申請基礎檢視權限,chris_chao,ees,帳號與權限
case-20260714-00652,2026/7/14 8:30:56 PM,F15,[ees alarm:配方管理]f15_Tool-66的修改參數後上傳EES主機回應逾時,alex_chen,ees,配方管理
case-20260714-00653,2026/7/14 4:41:17 PM,F12A,[tcs/tap alarm:設備通訊]f12a_Track-03的刷批次條碼後跳出SECS/GEM通訊逾時(ERR_TIMEOUT_0x8004),david_li,tcs/tap,設備通訊
case-20260714-00654,2026/7/14 6:14:26 PM,F14B,[tcs/tap alarm:派工作業]f14b_Tool-71的機台換批時派工佇列稍有延遲重整後正常,sam_liu,tcs/tap,派工作業
case-20260714-00655,2026/7/14 5:10:41 PM,F12A,[tcs/tap alarm:派工作業]f12a_Track-03的生產完畢後無法回傳結果至TCS/TAP卡站逾時,chris_chao,tcs/tap,派工作業
case-20260714-00656,2026/7/14 6:32:02 PM,F12A,[fdc alarm:腔體警報]f12a_General的腔體即時壓力短暫碰觸UCL邊界,kevin_wang,fdc,腔體警報
case-20260714-00657,2026/7/14 2:38:36 PM,F18,[others alarm:帳號與權限]f18_Tool-46的工程師忘記密碼導致帳號被鎖定,alex_chen,others,帳號與權限
case-20260714-00658,2026/7/14 11:28:38 AM,F14B,[others alarm:帳號與權限]f14b_General的廠端新進作業員申請基礎檢視權限,tony_chang,others,帳號與權限
case-20260714-00659,2026/7/14 5:09:50 PM,F15,[others alarm:帳號與權限]f15_Tool-43的工程師忘記密碼導致帳號被鎖定,kevin_wang,others,帳號與權限
case-20260715-00660,2026/7/15 6:21:59 PM,F15,[ees alarm:帳號與權限]f15_Tool-39的廠端新進作業員申請基礎檢視權限,tony_chang,ees,帳號與權限
case-20260715-00661,2026/7/15 2:08:06 PM,F12B,[ees alarm:帳號與權限]f12b_Tool-74的廠端新進作業員申請基礎檢視權限,alex_chen,ees,帳號與權限
case-20260715-00662,2026/7/15 10:38:06 AM,F14B,[ees alarm:PM保養]f14b_Tool-86的年度PM完成後於EES點選完工無法同步更新狀態,kevin_wang,ees,PM保養
case-20260715-00663,2026/7/15 9:30:42 AM,F15,[tcs/tap alarm:報表與查詢]f15_Tool-96的工程師申請匯出昨日OHT搬運統計報表,kevin_wang,tcs/tap,報表與查詢
case-20260715-00664,2026/7/15 2:33:26 PM,F18,[tcs/tap alarm:系統效能]f18_Tool-39的尖峰排程時段TCS主機反應時間稍有波動,sam_liu,tcs/tap,系統效能
case-20260715-00665,2026/7/15 8:49:24 PM,F12A,[tcs/tap alarm:資料過帳]f12a_Track-03的派工作業異常中斷顯示Remote Host Closed Connection,sam_liu,tcs/tap,資料過帳
case-20260715-00666,2026/7/15 8:14:58 PM,F14A,[fdc alarm:資料採集]f14a_Tool-79的短暫網路震盪導致FDC Log採集延遲,john_lin,fdc,資料採集
case-20260715-00667,2026/7/15 12:12:00 PM,F15,[fdc alarm:感測器異常]f15_Tool-76的單一Sensor SVID採樣週期跳動,alex_chen,fdc,感測器異常
case-20260715-00668,2026/7/15 6:13:44 PM,F14B,[others alarm:帳號與權限]f14b_General的工程師忘記密碼導致帳號被鎖定,sam_liu,others,帳號與權限
case-20260715-00669,2026/7/15 2:41:37 PM,F14A,[others alarm:週邊設備]f14a_Tool-64的標籤列印機無法收到網路列印指令,eric_huang,others,週邊設備
case-20260716-00670,2026/7/16 5:17:43 PM,F12B,[ees alarm:帳號與權限]f12b_Tool-81的廠端新進作業員申請基礎檢視權限,chris_chao,ees,帳號與權限
case-20260716-00671,2026/7/16 10:23:35 AM,F14A,[ees alarm:零件壽命]f14a_Tool-83的更換消耗性零件後EES介面仍顯示壽命過期警告,tony_chang,ees,零件壽命
case-20260716-00672,2026/7/16 7:08:54 PM,F14B,[tcs/tap alarm:設備通訊]f14b_Tool-30的OHT天車放置晶圓盒後TAP交握訊號延遲約10秒,john_lin,tcs/tap,設備通訊
case-20260716-00673,2026/7/16 11:32:25 AM,F15,[tcs/tap alarm:派工作業]f15_Tool-16的機台換批時派工佇列稍有延遲重整後正常,sam_liu,tcs/tap,派工作業
case-20260716-00674,2026/7/16 2:40:00 PM,F14B,[tcs/tap alarm:設備通訊]f14b_Tool-65的OHT天車放置晶圓盒後TAP交握訊號延遲約10秒,john_lin,tcs/tap,設備通訊
case-20260716-00675,2026/7/16 9:16:14 AM,F12A,[tcs/tap alarm:資料過帳]f12a_Tool-22的派工作業異常中斷顯示Remote Host Closed Connection,sam_liu,tcs/tap,資料過帳
case-20260716-00676,2026/7/16 7:38:03 PM,F14B,[tcs/tap alarm:報表與查詢]f14b_General的工程師申請匯出昨日OHT搬運統計報表,kevin_wang,tcs/tap,報表與查詢
case-20260716-00677,2026/7/16 8:33:18 PM,F12A,[tcs/tap alarm:設備通訊]f12a_Tool-11的設備燈號變紅TCS介面顯示處於Invalid State,david_li,tcs/tap,設備通訊
case-20260716-00678,2026/7/16 6:00:10 PM,F14A,[fdc alarm:資料採集]f14a_Tool-55的短暫網路震盪導致FDC Log採集延遲,john_lin,fdc,資料採集
case-20260716-00679,2026/7/16 5:12:33 PM,F18,[others alarm:週邊設備]f18_Tool-21的標籤列印機無法收到網路列印指令,alex_chen,others,週邊設備
case-20260716-00680,2026/7/16 12:46:53 PM,F14A,[others alarm:帳號與權限]f14a_Tool-45的工程師忘記密碼導致帳號被鎖定,sam_liu,others,帳號與權限
case-20260717-00681,2026/7/17 11:29:59 AM,F15,[ees alarm:配方管理]f15_General的修改參數後上傳EES主機回應逾時,chris_chao,ees,配方管理
case-20260717-00682,2026/7/17 2:32:06 PM,F15,[ees alarm:PM保養]f15_General的年度PM完成後於EES點選完工無法同步更新狀態,john_lin,ees,PM保養
case-20260717-00683,2026/7/17 8:32:16 PM,F18,[ees alarm:帳號與權限]f18_Tool-58的廠端新進作業員申請基礎檢視權限,eric_huang,ees,帳號與權限
case-20260717-00684,2026/7/17 8:29:43 PM,F12A,[tcs/tap alarm:設備通訊]f12a_Tool-43的OHT天車放置晶圓盒後TAP交握訊號延遲約10秒,tony_chang,tcs/tap,設備通訊
case-20260717-00685,2026/7/17 2:40:50 PM,F12B,[tcs/tap alarm:自動搬運]f12b_Tool-62的自動搬運系統指令重試後成功進料,david_li,tcs/tap,自動搬運
case-20260717-00686,2026/7/17 4:34:00 PM,F12A,[tcs/tap alarm:設備通訊]f12a_Track-03的設備燈號變紅TCS介面顯示處於Invalid State,eric_huang,tcs/tap,設備通訊
case-20260717-00687,2026/7/17 9:35:59 AM,F12B,[tcs/tap alarm:資料過帳]f12b_Track-03的派工作業異常中斷顯示Remote Host Closed Connection,kevin_wang,tcs/tap,資料過帳
case-20260717-00688,2026/7/17 10:47:43 AM,F12A,[tcs/tap alarm:設備通訊]f12a_Track-03的軟體跳出與TCS/TAP主機中斷連線重啟依然失敗,david_li,tcs/tap,設備通訊
case-20260717-00689,2026/7/17 11:14:12 AM,F15,[fdc alarm:感測器異常]f15_General的單一Sensor SVID採樣週期跳動,david_li,fdc,感測器異常
case-20260717-00690,2026/7/17 9:58:05 AM,F15,[fdc alarm:感測器異常]f15_General的單一Sensor SVID採樣週期跳動,tony_chang,fdc,感測器異常
case-20260717-00691,2026/7/17 1:39:20 PM,F15,[others alarm:帳號與權限]f15_Tool-72的工程師忘記密碼導致帳號被鎖定,tony_chang,others,帳號與權限
case-20260717-00692,2026/7/17 8:58:32 PM,F14B,[others alarm:週邊設備]f14b_General的標籤列印機無法收到網路列印指令,eric_huang,others,週邊設備
case-20260718-00693,2026/7/18 8:33:51 AM,F14B,[ees alarm:零件壽命]f14b_Tool-14的更換消耗性零件後EES介面仍顯示壽命過期警告,chris_chao,ees,零件壽命
case-20260718-00694,2026/7/18 3:07:44 PM,F12A,[tcs/tap alarm:設備通訊]f12a_Track-03的軟體跳出與TCS/TAP主機中斷連線重啟依然失敗,tony_chang,tcs/tap,設備通訊
case-20260718-00695,2026/7/18 2:37:06 PM,F12B,[tcs/tap alarm:資料過帳]f12b_Track-03的派工作業異常中斷顯示Remote Host Closed Connection,sam_liu,tcs/tap,資料過帳
case-20260718-00696,2026/7/18 11:17:30 AM,F12B,[tcs/tap alarm:配方管理]f12b_Track-03的準備跑新批次時TAP下載Recipe失敗顯示網路逾時,sam_liu,tcs/tap,配方管理
case-20260718-00697,2026/7/18 7:48:23 PM,F14A,[tcs/tap alarm:派工作業]f14a_Tool-83的機台換批時派工佇列稍有延遲重整後正常,sam_liu,tcs/tap,派工作業
case-20260718-00698,2026/7/18 6:14:52 PM,F18,[fdc alarm:腔體警報]f18_General的腔體即時壓力短暫碰觸UCL邊界,john_lin,fdc,腔體警報
case-20260718-00699,2026/7/18 4:27:54 PM,F12B,[fdc alarm:腔體警報]f12b_General的腔體即時壓力短暫碰觸UCL邊界,chris_chao,fdc,腔體警報
case-20260718-00700,2026/7/18 3:51:00 PM,F14B,[fdc alarm:模型維護]f14b_Tool-90的例行性FDC演算法閾值微調驗證,kevin_wang,fdc,模型維護
case-20260718-00701,2026/7/18 12:16:35 PM,F14B,[others alarm:帳號與權限]f14b_General的工程師忘記密碼導致帳號被鎖定,alex_chen,others,帳號與權限
case-20260718-00702,2026/7/18 8:13:52 AM,F14B,[others alarm:帳號與權限]f14b_Tool-22的廠端新進作業員申請基礎檢視權限,eric_huang,others,帳號與權限
case-20260719-00703,2026/7/19 1:16:23 PM,F15,[ees alarm:零件壽命]f15_Tool-42的更換消耗性零件後EES介面仍顯示壽命過期警告,sam_liu,ees,零件壽命
case-20260719-00704,2026/7/19 8:26:07 AM,F18,[ees alarm:配方管理]f18_Tool-35的修改參數後上傳EES主機回應逾時,sam_liu,ees,配方管理
case-20260719-00705,2026/7/19 8:18:22 PM,F18,[ees alarm:PM保養]f18_Tool-67的年度PM完成後於EES點選完工無法同步更新狀態,sam_liu,ees,PM保養
case-20260719-00706,2026/7/19 3:40:09 PM,F14A,[tcs/tap alarm:帳號與權限]f14a_Tool-88的作業員請假交接暫時調整TAP機台控制權限,kevin_wang,tcs/tap,帳號與權限
case-20260719-00707,2026/7/19 2:54:58 PM,F12B,[tcs/tap alarm:設備通訊]f12b_Track-03的設備燈號變紅TCS介面顯示處於Invalid State,john_lin,tcs/tap,設備通訊
case-20260719-00708,2026/7/19 6:18:45 PM,F14B,[tcs/tap alarm:系統效能]f14b_General的尖峰排程時段TCS主機反應時間稍有波動,eric_huang,tcs/tap,系統效能
case-20260719-00709,2026/7/19 8:55:23 PM,F12A,[tcs/tap alarm:設備通訊]f12a_Tool-14的軟體跳出與TCS/TAP主機中斷連線重啟依然失敗,tony_chang,tcs/tap,設備通訊
case-20260719-00710,2026/7/19 6:16:47 PM,F12B,[tcs/tap alarm:設備通訊]f12b_Track-03的刷批次條碼後跳出SECS/GEM通訊逾時(ERR_TIMEOUT_0x8004),john_lin,tcs/tap,設備通訊
case-20260719-00711,2026/7/19 4:03:01 PM,F15,[fdc alarm:感測器異常]f15_Tool-20的單一Sensor SVID採樣週期跳動,chris_chao,fdc,感測器異常
case-20260719-00712,2026/7/19 12:39:09 PM,F18,[fdc alarm:模型維護]f18_Tool-59的例行性FDC演算法閾值微調驗證,john_lin,fdc,模型維護
case-20260719-00713,2026/7/19 11:47:18 AM,F18,[others alarm:週邊設備]f18_General的標籤列印機無法收到網路列印指令,tony_chang,others,週邊設備
case-20260720-00714,2026/7/20 8:02:42 AM,F14A,[ees alarm:零件壽命]f14a_Tool-69的更換消耗性零件後EES介面仍顯示壽命過期警告,sam_liu,ees,零件壽命
case-20260720-00715,2026/7/20 10:44:34 AM,F12B,[tcs/tap alarm:配方管理]f12b_Tool-30的準備跑新批次時TAP下載Recipe失敗顯示網路逾時,kevin_wang,tcs/tap,配方管理
case-20260720-00716,2026/7/20 4:40:40 PM,F14B,[tcs/tap alarm:系統效能]f14b_Tool-21的尖峰排程時段TCS主機反應時間稍有波動,eric_huang,tcs/tap,系統效能
case-20260720-00717,2026/7/20 12:23:26 PM,F12A,[tcs/tap alarm:派工作業]f12a_Track-03的生產完畢後無法回傳結果至TCS/TAP卡站逾時,eric_huang,tcs/tap,派工作業
case-20260720-00718,2026/7/20 1:18:30 PM,F14B,[tcs/tap alarm:自動搬運]f14b_Tool-71的自動搬運系統指令重試後成功進料,alex_chen,tcs/tap,自動搬運
case-20260720-00719,2026/7/20 8:49:27 AM,F12A,[tcs/tap alarm:配方管理]f12a_Tool-16的準備跑新批次時TAP下載Recipe失敗顯示網路逾時,eric_huang,tcs/tap,配方管理
case-20260720-00720,2026/7/20 4:27:25 PM,F12B,[tcs/tap alarm:資料過帳]f12b_Tool-17的派工作業異常中斷顯示Remote Host Closed Connection,david_li,tcs/tap,資料過帳
case-20260720-00721,2026/7/20 2:40:15 PM,F14A,[fdc alarm:模型維護]f14a_Tool-78的例行性FDC演算法閾值微調驗證,eric_huang,fdc,模型維護
case-20260720-00722,2026/7/20 11:54:04 AM,F12B,[others alarm:週邊設備]f12b_General的標籤列印機無法收到網路列印指令,kevin_wang,others,週邊設備
case-20260720-00723,2026/7/20 3:39:28 PM,F18,[others alarm:帳號與權限]f18_Tool-34的廠端新進作業員申請基礎檢視權限,eric_huang,others,帳號與權限
case-20260721-00724,2026/7/21 10:03:34 AM,F12B,[ees alarm:零件壽命]f12b_Tool-46的更換消耗性零件後EES介面仍顯示壽命過期警告,alex_chen,ees,零件壽命
case-20260721-00725,2026/7/21 7:00:14 PM,F12B,[tcs/tap alarm:配方管理]f12b_Track-03的準備跑新批次時TAP下載Recipe失敗顯示網路逾時,john_lin,tcs/tap,配方管理
case-20260721-00726,2026/7/21 12:50:51 PM,F14B,[tcs/tap alarm:自動搬運]f14b_Tool-14的自動搬運系統指令重試後成功進料,tony_chang,tcs/tap,自動搬運
case-20260721-00727,2026/7/21 9:53:48 AM,F12B,[tcs/tap alarm:設備通訊]f12b_Track-03的黃光區無法進料請派員確認網路或主機連線,kevin_wang,tcs/tap,設備通訊
case-20260721-00728,2026/7/21 10:12:57 AM,F12A,[tcs/tap alarm:報表與查詢]f12a_General的工程師申請匯出昨日OHT搬運統計報表,eric_huang,tcs/tap,報表與查詢
case-20260721-00729,2026/7/21 11:24:49 AM,F12A,[tcs/tap alarm:設備通訊]f12a_Track-03的刷批次條碼後跳出SECS/GEM通訊逾時(ERR_TIMEOUT_0x8004),tony_chang,tcs/tap,設備通訊
case-20260721-00730,2026/7/21 4:42:13 PM,F12B,[tcs/tap alarm:派工作業]f12b_Tool-15的按Dispatch沒有反應卡在通訊等待狀態,tony_chang,tcs/tap,派工作業
case-20260721-00731,2026/7/21 4:33:07 PM,F14B,[fdc alarm:模型維護]f14b_Tool-35的例行性FDC演算法閾值微調驗證,eric_huang,fdc,模型維護
case-20260721-00732,2026/7/21 8:55:42 AM,F12A,[fdc alarm:資料採集]f12a_General的短暫網路震盪導致FDC Log採集延遲,david_li,fdc,資料採集
case-20260721-00733,2026/7/21 1:00:10 PM,F15,[fdc alarm:腔體警報]f15_General的腔體即時壓力短暫碰觸UCL邊界,eric_huang,fdc,腔體警報
case-20260721-00734,2026/7/21 8:37:50 AM,F18,[others alarm:帳號與權限]f18_Tool-57的工程師忘記密碼導致帳號被鎖定,tony_chang,others,帳號與權限
case-20260722-00735,2026/7/22 10:31:05 AM,F18,[ees alarm:零件壽命]f18_General的更換消耗性零件後EES介面仍顯示壽命過期警告,sam_liu,ees,零件壽命
case-20260722-00736,2026/7/22 7:34:50 PM,F12A,[tcs/tap alarm:設備通訊]f12a_Track-03的設備燈號變紅TCS介面顯示處於Invalid State,john_lin,tcs/tap,設備通訊
case-20260722-00737,2026/7/22 8:57:28 PM,F12B,[tcs/tap alarm:派工作業]f12b_Track-03的生產完畢後無法回傳結果至TCS/TAP卡站逾時,david_li,tcs/tap,派工作業
case-20260722-00738,2026/7/22 12:57:02 PM,F15,[tcs/tap alarm:報表與查詢]f15_General的工程師申請匯出昨日OHT搬運統計報表,tony_chang,tcs/tap,報表與查詢
case-20260722-00739,2026/7/22 3:12:36 PM,F12B,[tcs/tap alarm:派工作業]f12b_Tool-18的生產完畢後無法回傳結果至TCS/TAP卡站逾時,kevin_wang,tcs/tap,派工作業
case-20260722-00740,2026/7/22 4:09:28 PM,F14A,[fdc alarm:感測器異常]f14a_Tool-68的單一Sensor SVID採樣週期跳動,eric_huang,fdc,感測器異常
case-20260722-00741,2026/7/22 4:24:46 PM,F12A,[others alarm:週邊設備]f12a_Tool-56的標籤列印機無法收到網路列印指令,kevin_wang,others,週邊設備
case-20260722-00742,2026/7/22 11:20:46 AM,F18,[others alarm:帳號與權限]f18_Tool-59的工程師忘記密碼導致帳號被鎖定,john_lin,others,帳號與權限
case-20260722-00743,2026/7/22 4:43:31 PM,F15,[others alarm:帳號與權限]f15_General的廠端新進作業員申請基礎檢視權限,kevin_wang,others,帳號與權限
case-20260723-00744,2026/7/23 1:07:06 PM,F12A,[ees alarm:配方管理]f12a_Tool-26的修改參數後上傳EES主機回應逾時,john_lin,ees,配方管理
case-20260723-00745,2026/7/23 8:12:06 AM,F12B,[ees alarm:帳號與權限]f12b_General的廠端新進作業員申請基礎檢視權限,tony_chang,ees,帳號與權限
case-20260723-00746,2026/7/23 6:31:33 PM,F12A,[ees alarm:PM保養]f12a_General的年度PM完成後於EES點選完工無法同步更新狀態,eric_huang,ees,PM保養
case-20260723-00747,2026/7/23 6:31:59 PM,F12A,[tcs/tap alarm:配方管理]f12a_Track-03的準備跑新批次時TAP下載Recipe失敗顯示網路逾時,john_lin,tcs/tap,配方管理
case-20260723-00748,2026/7/23 1:50:45 PM,F14A,[tcs/tap alarm:自動搬運]f14a_Tool-19的自動搬運系統指令重試後成功進料,alex_chen,tcs/tap,自動搬運
case-20260723-00749,2026/7/23 9:13:33 AM,F12A,[tcs/tap alarm:設備通訊]f12a_Tool-16的軟體跳出與TCS/TAP主機中斷連線重啟依然失敗,john_lin,tcs/tap,設備通訊
case-20260723-00750,2026/7/23 4:42:15 PM,F12B,[tcs/tap alarm:設備通訊]f12b_Tool-30的設備燈號變紅TCS介面顯示處於Invalid State,kevin_wang,tcs/tap,設備通訊
case-20260723-00751,2026/7/23 3:44:42 PM,F12A,[fdc alarm:腔體警報]f12a_General的腔體即時壓力短暫碰觸UCL邊界,chris_chao,fdc,腔體警報
case-20260723-00752,2026/7/23 4:25:32 PM,F18,[fdc alarm:資料採集]f18_General的短暫網路震盪導致FDC Log採集延遲,sam_liu,fdc,資料採集
case-20260723-00753,2026/7/23 1:57:20 PM,F14A,[fdc alarm:資料採集]f14a_Tool-91的短暫網路震盪導致FDC Log採集延遲,sam_liu,fdc,資料採集
case-20260723-00754,2026/7/23 1:38:15 PM,F14B,[others alarm:帳號與權限]f14b_Tool-42的廠端新進作業員申請基礎檢視權限,david_li,others,帳號與權限
case-20260723-00755,2026/7/23 3:28:25 PM,F18,[others alarm:帳號與權限]f18_General的廠端新進作業員申請基礎檢視權限,alex_chen,others,帳號與權限
case-20260723-00756,2026/7/23 5:01:33 PM,F14A,[others alarm:帳號與權限]f14a_General的工程師忘記密碼導致帳號被鎖定,kevin_wang,others,帳號與權限
case-20260724-00757,2026/7/24 1:01:49 PM,F15,[ees alarm:配方管理]f15_Tool-83的修改參數後上傳EES主機回應逾時,eric_huang,ees,配方管理
case-20260724-00758,2026/7/24 3:22:09 PM,F12A,[tcs/tap alarm:資料過帳]f12a_Track-03的派工作業異常中斷顯示Remote Host Closed Connection,kevin_wang,tcs/tap,資料過帳
case-20260724-00759,2026/7/24 9:36:25 AM,F18,[tcs/tap alarm:系統效能]f18_General的尖峰排程時段TCS主機反應時間稍有波動,david_li,tcs/tap,系統效能
case-20260724-00760,2026/7/24 10:31:52 AM,F12B,[tcs/tap alarm:配方管理]f12b_Track-03的準備跑新批次時TAP下載Recipe失敗顯示網路逾時,john_lin,tcs/tap,配方管理
case-20260724-00761,2026/7/24 8:03:58 PM,F14A,[fdc alarm:資料採集]f14a_Tool-65的短暫網路震盪導致FDC Log採集延遲,sam_liu,fdc,資料採集
case-20260724-00762,2026/7/24 8:14:47 PM,F18,[others alarm:帳號與權限]f18_Tool-58的工程師忘記密碼導致帳號被鎖定,alex_chen,others,帳號與權限
case-20260725-00763,2026/7/25 4:02:20 PM,F14A,[ees alarm:配方管理]f14a_Tool-38的修改參數後上傳EES主機回應逾時,kevin_wang,ees,配方管理
case-20260725-00764,2026/7/25 8:43:46 AM,F14B,[ees alarm:PM保養]f14b_Tool-83的年度PM完成後於EES點選完工無法同步更新狀態,chris_chao,ees,PM保養
case-20260725-00765,2026/7/25 12:50:25 PM,F12A,[tcs/tap alarm:派工作業]f12a_Track-03的按Dispatch沒有反應卡在通訊等待狀態,kevin_wang,tcs/tap,派工作業
case-20260725-00766,2026/7/25 4:25:16 PM,F12B,[tcs/tap alarm:派工作業]f12b_Tool-14的生產完畢後無法回傳結果至TCS/TAP卡站逾時,john_lin,tcs/tap,派工作業
case-20260725-00767,2026/7/25 3:35:12 PM,F12A,[tcs/tap alarm:設備通訊]f12a_Tool-26的軟體跳出與TCS/TAP主機中斷連線重啟依然失敗,tony_chang,tcs/tap,設備通訊
case-20260725-00768,2026/7/25 11:04:17 AM,F12A,[tcs/tap alarm:配方管理]f12a_Track-03的準備跑新批次時TAP下載Recipe失敗顯示網路逾時,chris_chao,tcs/tap,配方管理
case-20260725-00769,2026/7/25 2:23:22 PM,F12A,[tcs/tap alarm:設備通訊]f12a_Tool-15的設備燈號變紅TCS介面顯示處於Invalid State,david_li,tcs/tap,設備通訊
case-20260725-00770,2026/7/25 5:52:51 PM,F14B,[tcs/tap alarm:派工作業]f14b_General的機台換批時派工佇列稍有延遲重整後正常,tony_chang,tcs/tap,派工作業
case-20260725-00771,2026/7/25 6:23:09 PM,F12A,[fdc alarm:腔體警報]f12a_Tool-41的腔體即時壓力短暫碰觸UCL邊界,john_lin,fdc,腔體警報
case-20260725-00772,2026/7/25 8:21:44 AM,F14A,[others alarm:帳號與權限]f14a_Tool-12的廠端新進作業員申請基礎檢視權限,john_lin,others,帳號與權限
case-20260725-00773,2026/7/25 11:47:34 AM,F12B,[others alarm:週邊設備]f12b_Tool-43的標籤列印機無法收到網路列印指令,david_li,others,週邊設備
case-20260726-00774,2026/7/26 5:46:09 PM,F14B,[ees alarm:PM保養]f14b_Tool-94的年度PM完成後於EES點選完工無法同步更新狀態,alex_chen,ees,PM保養
case-20260726-00775,2026/7/26 12:10:03 PM,F12B,[ees alarm:零件壽命]f12b_Tool-89的更換消耗性零件後EES介面仍顯示壽命過期警告,eric_huang,ees,零件壽命
case-20260726-00776,2026/7/26 6:00:04 PM,F18,[tcs/tap alarm:自動搬運]f18_Tool-94的自動搬運系統指令重試後成功進料,chris_chao,tcs/tap,自動搬運
case-20260726-00777,2026/7/26 9:01:18 AM,F12B,[tcs/tap alarm:設備通訊]f12b_Tool-13的設備燈號變紅TCS介面顯示處於Invalid State,chris_chao,tcs/tap,設備通訊
case-20260726-00778,2026/7/26 3:55:38 PM,F12B,[tcs/tap alarm:派工作業]f12b_Tool-10的按Dispatch沒有反應卡在通訊等待狀態,john_lin,tcs/tap,派工作業
case-20260726-00779,2026/7/26 11:59:33 AM,F12B,[tcs/tap alarm:設備通訊]f12b_Tool-10的設備燈號變紅TCS介面顯示處於Invalid State,eric_huang,tcs/tap,設備通訊
case-20260726-00780,2026/7/26 6:22:22 PM,F12B,[tcs/tap alarm:資料過帳]f12b_Tool-30的派工作業異常中斷顯示Remote Host Closed Connection,eric_huang,tcs/tap,資料過帳
case-20260726-00781,2026/7/26 2:56:52 PM,F14A,[tcs/tap alarm:自動搬運]f14a_General的自動搬運系統指令重試後成功進料,alex_chen,tcs/tap,自動搬運
case-20260726-00782,2026/7/26 6:08:05 PM,F15,[fdc alarm:腔體警報]f15_Tool-88的腔體即時壓力短暫碰觸UCL邊界,chris_chao,fdc,腔體警報
case-20260726-00783,2026/7/26 2:15:36 PM,F14B,[fdc alarm:模型維護]f14b_Tool-87的例行性FDC演算法閾值微調驗證,kevin_wang,fdc,模型維護
case-20260726-00784,2026/7/26 4:08:13 PM,F15,[others alarm:帳號與權限]f15_Tool-35的工程師忘記密碼導致帳號被鎖定,kevin_wang,others,帳號與權限
case-20260726-00785,2026/7/26 12:44:45 PM,F14B,[others alarm:週邊設備]f14b_Tool-28的標籤列印機無法收到網路列印指令,kevin_wang,others,週邊設備
case-20260727-00786,2026/7/27 10:20:04 AM,F12B,[ees alarm:配方管理]f12b_General的修改參數後上傳EES主機回應逾時,john_lin,ees,配方管理
case-20260727-00787,2026/7/27 7:01:48 PM,F14B,[ees alarm:帳號與權限]f14b_Tool-48的廠端新進作業員申請基礎檢視權限,sam_liu,ees,帳號與權限
case-20260727-00788,2026/7/27 7:59:52 PM,F12B,[ees alarm:配方管理]f12b_Tool-23的修改參數後上傳EES主機回應逾時,eric_huang,ees,配方管理
